EmpID,Age,Department,Education,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,Satisfied_in_job,MonthlyIncome,PerformanceRating
RM888,42,Research & Development,5,Female,3,3,Research Director,1,No,13191,3
RM926,42,Research & Development,4,Female,4,2,Research Scientist,2,No,2372,3
RM955,42,Research & Development,1,Male,3,4,Manager,3,Yes,17861,3
RM1000,42,Human Resources,3,Female,3,4,Manager,1,No,16799,3
RM1051,42,Research & Development,2,Female,3,1,Laboratory Technician,4,Yes,3673,3
RM1089,42,Research & Development,3,Male,2,1,Laboratory Technician,2,No,4841,3
RM1094,42,Research & Development,3,Male,3,3,Healthcare Representative,4,Yes,10124,3
RM1130,42,Research & Development,2,Male,2,5,Manager,4,Yes,19613,4
RM1264,42,Research & Development,3,Male,3,1,Laboratory Technician,2,No,2766,4
RM1288,42,Research & Development,3,Male,4,2,Healthcare Representative,1,No,5538,3
RM1321,42,Research & Development,4,Male,3,1,Research Scientist,3,Yes,2936,4
RM1326,42,Research & Development,3,Male,3,1,Laboratory Technician,3,Yes,3968,3
RM1358,42,Research & Development,3,Male,3,3,Research Director,1,No,13348,3
RM1379,42,Sales,4,Male,3,2,Sales Executive,4,Yes,5087,3
RM1405,42,Research & Development,2,Male,2,2,Research Scientist,3,Yes,4332,3
RM1420,42,Research & Development,4,Male,3,2,Research Scientist,1,No,5410,3
RM1444,42,Research & Development,3,Male,3,5,Manager,3,Yes,18880,3
RM036,43,Research & Development,2,Female,4,1,Research Scientist,3,Yes,2645,3
RM120,43,Sales,2,Male,3,4,Manager,4,Yes,16959,3
RM131,43,Research & Development,3,Female,4,1,Research Scientist,3,Yes,4739,3
RM194,43,Research & Development,3,Male,4,1,Research Scientist,4,Yes,2089,3
RM236,43,Sales,3,Female,3,4,Manager,4,Yes,16064,4
RM316,43,Research & Development,4,Female,3,1,Laboratory Technician,4,Yes,2455,3
RM331,43,Research & Development,4,Female,2,2,Laboratory Technician,3,Yes,5257,3
RM334,43,Research & Development,3,Female,3,3,Healthcare Representative,1,No,9985,3
RM391,43,Research & Development,3,Male,2,4,Research Director,2,No,14336,3
RM396,43,Research & Development,3,Male,3,1,Laboratory Technician,4,Yes,2258,4
RM397,43,Research & Development,4,Female,3,2,Healthcare Representative,3,Yes,4522,3
RM490,43,Research & Development,4,Male,2,4,Research Director,4,Yes,16627,3
RM492,43,Research & Development,5,Male,3,2,Laboratory Technician,3,Yes,5679,3
RM549,43,Sales,3,Male,2,2,Sales Executive,4,Yes,6804,3
RM610,43,Research & Development,2,Male,3,4,Research Director,1,No,17159,4
RM651,43,Research & Development,3,Female,3,2,Healthcare Representative,4,Yes,5562,3
RM662,43,Research & Development,3,Female,3,2,Manufacturing Director,2,No,4765,4
RM776,43,Sales,3,Male,2,3,Sales Executive,4,Yes,10798,3
RM813,43,Research & Development,3,Female,3,3,Manufacturing Director,1,No,10820,3
RM850,43,Sales,3,Female,1,2,Sales Executive,3,Yes,5346,3
RM899,43,Research & Development,3,Male,1,5,Research Director,4,Yes,19740,3
RM927,43,Sales,4,Female,2,3,Sales Executive,4,Yes,10231,3
RM996,43,Research & Development,3,Female,2,2,Research Scientist,3,Yes,4081,3
RM1134,43,Research & Development,3,Male,4,1,Laboratory Technician,2,No,4876,3
RM1186,43,Research & Development,2,Male,2,4,Research Director,3,Yes,17603,4
RM1217,43,Sales,3,Male,3,2,Sales Executive,4,Yes,7847,3
RM1263,43,Research & Development,3,Male,2,1,Research Scientist,3,Yes,2437,3
RM1270,43,Human Resources,3,Male,3,1,Human Resources,4,Yes,3539,3
RM1294,43,Research & Development,3,Male,3,1,Research Scientist,3,Yes,2438,3
RM1317,43,Sales,4,Male,3,2,Sales Executive,4,Yes,5675,4
RM1331,43,Research & Development,3,Female,2,5,Manager,3,Yes,19392,3
RM1400,43,Research & Development,3,Male,3,3,Healthcare Representative,3,Yes,7510,3
RM029,44,Research & Development,4,Female,2,3,Healthcare Representative,4,Yes,10248,3
RM032,44,Research & Development,4,Male,3,2,Healthcare Representative,4,Yes,6465,3
RM053,44,Sales,5,Female,3,2,Sales Executive,1,No,5454,4
RM100,44,Research & Development,3,Male,3,2,Laboratory Technician,2,No,2042,3
RM287,44,Research & Development,3,Male,3,1,Laboratory Technician,3,Yes,3161,4
RM494,44,Human Resources,4,Female,2,2,Human Resources,3,Yes,5985,3
RM498,44,Research & Development,4,Male,3,5,Manager,4,Yes,19513,3
RM544,44,Research & Development,3,Male,1,1,Laboratory Technician,3,Yes,3708,3
RM618,44,Research & Development,3,Male,3,2,Healthcare Representative,2,No,5933,3
RM632,44,Research & Development,4,Male,4,1,Laboratory Technician,4,Yes,2818,4
RM659,44,Research & Development,2,Male,3,1,Research Scientist,1,No,2559,3
RM751,44,Sales,3,Female,4,4,Sales Executive,4,Yes,13320,3
RM790,44,Human Resources,2,Male,2,3,Human Resources,1,No,10482,3
RM858,44,Research & Development,4,Male,3,1,Research Scientist,3,Yes,2936,3
RM863,44,Research & Development,3,Male,1,1,Research Scientist,3,Yes,2290,3
RM876,44,Research & Development,4,Male,3,2,Research Scientist,4,Yes,4541,4
RM892,44,Research & Development,1,Female,4,1,Research Scientist,4,Yes,2011,3
RM908,44,Sales,3,Male,3,5,Manager,2,No,18213,3
RM923,44,Research & Development,2,Male,4,5,Manager,1,No,19190,3
RM929,44,Research & Development,3,Female,3,3,Healthcare Representative,4,Yes,7978,3
RM954,44,Research & Development,3,Male,3,1,Laboratory Technician,1,No,2362,3
RM1043,44,Research & Development,3,Male,2,1,Laboratory Technician,3,Yes,3162,3
RM1047,44,Research & Development,3,Male,3,1,Research Scientist,2,No,3420,3
RM1052,44,Sales,5,Female,3,2,Sales Executive,3,Yes,4768,3
RM1063,44,Research & Development,1,Male,3,3,Manufacturing Director,3,Yes,10209,3
RM1079,44,Research & Development,3,Male,3,4,Research Director,1,No,16328,3
RM1141,44,Research & Development,3,Female,3,5,Research Director,4,Yes,19049,3
RM1166,44,Human Resources,5,Male,3,2,Human Resources,4,Yes,5743,3
RM1201,44,Human Resources,3,Female,3,1,Human Resources,4,Yes,3195,3
RM1215,44,Research & Development,3,Female,4,3,Healthcare Representative,4,Yes,7879,3
RM1280,44,Research & Development,2,Male,3,1,Research Scientist,2,No,2342,3
RM1353,44,Research & Development,4,Male,4,2,Healthcare Representative,1,No,5033,3
RM1436,44,Research & Development,3,Male,3,1,Research Scientist,4,Yes,2436,3
RM068,45,Research & Development,3,Male,3,3,Research Scientist,1,No,9724,3
RM078,45,Research & Development,4,Male,3,3,Research Director,1,No,13245,3
RM142,45,Research & Development,3,Male,3,1,Research Scientist,4,Yes,3452,3
RM154,45,Research & Development,3,Male,3,2,Laboratory Technician,2,No,2348,3
RM175,45,Sales,2,Female,3,2,Sales Executive,1,No,5006,3
RM195,45,Research & Development,2,Male,2,4,Manager,4,Yes,16792,4
RM219,45,Sales,3,Female,2,3,Sales Executive,4,Yes,8865,3
RM245,45,Research & Development,3,Male,4,5,Manager,4,Yes,19202,3
RM250,45,Research & Development,4,Male,4,2,Manufacturing Director,3,Yes,6434,3
RM269,45,Research & Development,2,Male,3,4,Healthcare Representative,4,Yes,13496,3
RM312,45,Research & Development,3,Male,3,3,Laboratory Technician,1,No,5210,3
RM335,45,Research & Development,4,Male,3,2,Research Scientist,4,Yes,3697,3
RM408,45,Research & Development,2,Male,3,1,Research Scientist,4,Yes,2654,4
RM453,45,Sales,3,Male,3,2,Sales Executive,2,No,4805,3
RM505,45,Sales,4,Female,3,2,Sales Executive,1,No,4286,3
RM565,45,Sales,2,Male,1,2,Sales Representative,3,Yes,6632,3
RM604,45,Research & Development,3,Female,2,1,Research Scientist,3,Yes,2274,3
RM626,45,Sales,3,Male,3,3,Sales Executive,1,No,10761,3
RM697,45,Research & Development,2,Male,3,2,Laboratory Technician,2,No,4447,3
RM714,45,Research & Development,4,Female,3,1,Laboratory Technician,4,Yes,2270,3
RM719,45,Research & Development,2,Male,3,2,Laboratory Technician,1,No,3633,3
RM756,45,Sales,2,Female,3,4,Manager,4,Yes,17650,3
RM760,45,Human Resources,4,Male,3,1,Human Resources,2,No,2177,3
RM806,45,Sales,4,Female,2,2,Sales Executive,3,Yes,5593,3
RM855,45,Research & Development,3,Female,3,1,Research Scientist,3,Yes,4477,3
RM914,45,Sales,3,Female,1,5,Manager,2,No,18824,3
RM937,45,Research & Development,3,Female,3,5,Manager,2,No,18061,4
RM1035,45,Research & Development,3,Male,1,3,Healthcare Representative,1,No,10851,3
RM1038,45,Research & Development,3,Male,3,3,Manufacturing Director,4,Yes,9380,3
RM1093,45,Research & Development,3,Male,3,1,Research Scientist,4,Yes,2132,4
RM1100,45,Research & Development,4,Male,3,3,Healthcare Representative,2,No,7441,3
RM1143,45,Research & Development,5,Female,1,2,Laboratory Technician,1,No,5769,3
RM1144,45,Sales,3,Male,2,2,Sales Executive,1,No,4385,3
RM1161,45,Research & Development,2,Female,2,2,Manufacturing Director,4,Yes,5770,3
RM1222,45,Research & Development,1,Male,2,3,Healthcare Representative,3,Yes,10748,4
RM1226,45,Research & Development,2,Female,2,4,Research Director,2,No,16704,3
RM1244,45,Human Resources,3,Female,1,3,Human Resources,3,Yes,9756,4
RM1315,45,Sales,4,Female,3,2,Sales Executive,3,Yes,5154,4
RM1347,45,Research & Development,2,Female,2,2,Manufacturing Director,4,Yes,5906,3
RM1363,45,Research & Development,4,Male,3,2,Healthcare Representative,3,Yes,5399,3
RM1455,45,Sales,3,Female,3,2,Sales Executive,3,Yes,4850,3
RM030,46,Sales,4,Female,3,5,Manager,1,No,18947,3
RM049,46,Sales,4,Male,3,2,Sales Executive,4,Yes,5772,4
RM080,46,Human Resources,2,Male,3,2,Human Resources,2,No,5021,4
RM090,46,Sales,2,Male,2,3,Sales Executive,4,Yes,9619,3
RM094,46,Research & Development,3,Male,2,3,Healthcare Representative,1,No,10673,3
RM179,46,Sales,2,Female,3,3,Sales Executive,1,No,10453,4
RM210,46,Research & Development,4,Male,3,3,Healthcare Representative,1,No,9396,3
RM264,46,Sales,3,Female,1,4,Manager,2,No,16872,3
RM366,46,Research & Development,4,Female,3,2,Manufacturing Director,3,Yes,5258,3
RM413,46,Research & Development,3,Female,3,2,Manufacturing Director,3,Yes,4810,3
RM430,46,Research & Development,3,Male,3,4,Research Director,3,Yes,17861,3
RM434,46,Sales,3,Female,2,3,Sales Executive,4,Yes,9071,3
RM466,46,Research & Development,1,Female,3,3,Healthcare Representative,3,Yes,10527,3
RM724,46,Research & Development,2,Male,3,3,Manufacturing Director,3,Yes,10845,3
RM771,46,Research & Development,4,Male,3,5,Research Director,4,Yes,19627,3
RM779,46,Research & Development,4,Female,2,2,Research Scientist,1,No,4615,4
RM811,46,Sales,1,Male,3,4,Manager,3,Yes,17465,3
RM862,46,Sales,3,Female,3,4,Manager,1,No,17048,4
RM870,46,Research & Development,2,Male,3,5,Research Director,2,No,19081,3
RM878,46,Research & Development,4,Male,3,2,Manufacturing Director,4,Yes,7379,3
RM917,46,Sales,2,Female,2,5,Manager,2,No,18789,3
RM944,46,Human Resources,2,Female,3,1,Human Resources,1,No,3423,3
RM1032,46,Sales,3,Male,3,3,Sales Executive,4,Yes,10096,3
RM1081,46,Sales,3,Female,3,4,Manager,2,No,16606,3
RM1136,46,Sales,4,Male,4,4,Manager,1,No,17567,3
RM1232,46,Research & Development,4,Male,3,2,Healthcare Representative,2,No,5562,3
RM1236,46,Sales,3,Male,3,3,Sales Executive,4,Yes,10368,3
RM1278,46,Research & Development,4,Male,3,5,Research Director,4,Yes,19328,3
RM1286,46,Sales,2,Male,2,2,Sales Executive,2,No,7991,3
RM1299,46,Research & Development,2,Female,3,2,Healthcare Representative,2,No,8926,4
RM1323,46,Research & Development,2,Male,3,3,Manufacturing Director,4,Yes,8578,3
RM1328,46,Sales,3,Female,4,4,Sales Executive,1,No,13225,3
RM1334,46,Sales,3,Female,3,3,Sales Executive,2,No,7314,4
RM272,47,Research & Development,4,Male,3,3,Manager,2,No,11849,3
RM330,47,Research & Development,5,Male,3,5,Research Director,3,Yes,18300,3
RM348,47,Sales,1,Male,3,2,Sales Representative,3,Yes,2976,3
RM429,47,Research & Development,2,Female,3,2,Manufacturing Director,4,Yes,5070,3
RM533,47,Sales,4,Male,3,2,Sales Executive,1,No,4960,3
RM545,47,Sales,3,Female,3,4,Sales Executive,3,Yes,13770,3
RM567,47,Sales,2,Female,4,2,Sales Executive,3,Yes,6397,3
RM593,47,Research & Development,2,Female,3,4,Manager,4,Yes,16752,3
RM652,47,Sales,2,Female,3,2,Sales Executive,4,Yes,4537,4
RM666,47,Sales,4,Female,2,1,Sales Representative,4,Yes,3294,3
RM708,47,Research & Development,4,Male,4,2,Manufacturing Director,3,Yes,5067,3
RM720,47,Sales,2,Female,3,2,Sales Executive,4,Yes,4163,3
RM1021,47,Research & Development,3,Male,3,1,Research Scientist,4,Yes,3420,3
RM1025,47,Research & Development,4,Female,3,4,Research Director,3,Yes,17169,3
RM1068,47,Sales,3,Female,3,2,Sales Executive,3,Yes,4591,3
RM1155,47,Human Resources,4,Female,3,5,Manager,3,Yes,19658,3
RM1195,47,Sales,4,Female,4,4,Manager,2,No,15972,3
RM1224,47,Sales,3,Male,1,4,Sales Executive,3,Yes,12936,3
RM1235,47,Sales,4,Male,3,2,Sales Executive,2,No,4978,3
RM1304,47,Research & Development,3,Female,2,3,Manufacturing Director,2,No,10333,3
RM1322,47,Research & Development,4,Female,3,1,Laboratory Technician,3,Yes,2105,3
RM1371,47,Research & Development,4,Male,3,2,Research Scientist,2,No,5467,3
RM1415,47,Research & Development,3,Male,3,3,Healthcare Representative,3,Yes,8633,4
RM1422,47,Research & Development,1,Female,3,3,Research Director,2,No,11957,3
RM051,48,Research & Development,2,Male,2,3,Laboratory Technician,3,Yes,5381,3
RM353,48,Sales,1,Female,3,3,Manager,3,Yes,12504,4
RM445,48,Sales,5,Female,3,2,Sales Executive,4,Yes,4051,3
RM493,48,Research & Development,4,Female,2,4,Manager,1,No,15402,3
RM521,48,Sales,1,Male,4,2,Sales Executive,2,No,8120,3
RM679,48,Research & Development,4,Male,3,1,Research Scientist,3,Yes,2259,3
RM736,48,Research & Development,3,Male,2,2,Healthcare Representative,3,Yes,4240,3
RM737,48,Research & Development,4,Male,2,3,Healthcare Representative,3,Yes,10999,3
RM805,48,Research & Development,4,Male,4,4,Manager,4,Yes,16885,4
RM902,48,Research & Development,2,Male,4,1,Laboratory Technician,2,No,2559,3
RM905,48,Research & Development,3,Male,2,5,Research Director,4,Yes,18265,3
RM970,48,Research & Development,3,Male,3,3,Manufacturing Director,4,Yes,7898,3
RM1039,48,Sales,3,Male,3,2,Sales Executive,1,No,5486,3
RM1104,48,Sales,4,Female,3,2,Sales Executive,3,Yes,6439,3
RM1115,48,Research & Development,4,Female,3,1,Research Scientist,1,No,2367,3
RM1167,48,Research & Development,5,Male,2,4,Manager,4,Yes,15202,4
RM1205,48,Sales,2,Female,3,1,Sales Representative,3,Yes,2655,3
RM1332,48,Research & Development,3,Male,2,5,Research Director,2,No,19665,3
RM1352,48,Research & Development,3,Female,3,4,Manager,4,Yes,17174,3
RM002,49,Research & Development,1,Male,2,2,Research Scientist,2,No,5130,4
RM130,49,Research & Development,4,Female,3,2,Manufacturing Director,1,No,6567,3
RM202,49,Research & Development,4,Male,3,2,Manufacturing Director,4,Yes,6804,3
RM291,49,Research & Development,4,Female,3,5,Research Director,1,No,18665,3
RM317,49,Research & Development,2,Female,2,4,Healthcare Representative,3,Yes,13964,3
RM376,49,Research & Development,3,Male,2,3,Healthcare Representative,3,Yes,10965,4
RM474,49,Research & Development,4,Male,2,5,Research Director,3,Yes,19502,3
RM608,49,Sales,3,Female,3,3,Sales Executive,4,Yes,7654,3
RM640,49,Research & Development,3,Female,3,1,Research Scientist,1,No,3580,3
RM678,49,Research & Development,2,Female,3,3,Laboratory Technician,2,No,7403,3
RM822,49,Sales,4,Male,2,4,Sales Executive,2,No,13120,3
RM900,49,Research & Development,2,Male,2,5,Manager,3,Yes,18711,3
RM1007,49,Research & Development,2,Male,2,2,Laboratory Technician,1,No,4284,4
RM1045,49,Research & Development,4,Male,3,2,Healthcare Representative,3,Yes,6651,3
RM1055,49,Research & Development,4,Male,3,3,Healthcare Representative,2,No,10466,3
RM1072,49,Research & Development,2,Female,2,2,Laboratory Technician,1,No,4789,4
RM1148,49,Research & Development,4,Female,3,1,Laboratory Technician,1,No,3211,3
RM1177,49,Research & Development,4,Female,3,4,Research Director,2,No,16413,3
RM1182,49,Research & Development,1,Female,2,4,Healthcare Representative,3,Yes,13966,3
RM1193,49,Research & Development,3,Female,3,1,Laboratory Technician,1,No,2587,3
RM1196,49,Research & Development,3,Male,3,4,Manager,3,Yes,15379,3
RM1255,49,Sales,4,Female,3,2,Sales Executive,4,Yes,4507,3
RM1378,49,Research & Development,1,Male,3,5,Research Director,4,Yes,19161,3
RM1469,49,Sales,3,Male,2,2,Sales Executive,2,No,5390,3
RM1469,49,Sales,3,Male,2,2,Sales Executive,2,No,5390,3
RM037,50,Sales,2,Male,2,1,Sales Representative,3,Yes,2683,3
RM063,50,Research & Development,2,Female,2,5,Research Director,3,Yes,18740,3
RM107,50,Research & Development,3,Female,3,5,Research Director,2,No,18172,3
RM132,50,Sales,3,Female,3,3,Sales Executive,4,Yes,9208,3
RM166,50,Research & Development,3,Female,3,5,Manager,2,No,19926,3
RM184,50,Research & Development,3,Male,2,1,Laboratory Technician,3,Yes,3690,3
RM234,50,Sales,4,Female,3,5,Manager,4,Yes,19517,3
RM280,50,Research & Development,1,Male,3,5,Research Director,2,No,19144,3
RM368,50,Research & Development,3,Male,2,3,Healthcare Representative,4,Yes,10496,3
RM426,50,Research & Development,4,Male,2,4,Manager,3,Yes,17046,3
RM478,50,Human Resources,3,Male,3,5,Manager,2,No,18200,3
RM524,50,Research & Development,1,Male,4,1,Laboratory Technician,3,Yes,3221,3
RM529,50,Sales,2,Male,3,2,Sales Executive,3,Yes,6796,3
RM540,50,Sales,4,Male,3,1,Sales Representative,2,No,3875,3
RM589,50,Research & Development,3,Male,3,4,Research Director,3,Yes,17639,3
RM654,50,Research & Development,4,Male,3,4,Manager,1,No,17924,3
RM715,50,Research & Development,2,Male,3,4,Research Director,4,Yes,17399,4
RM722,50,Research & Development,3,Male,3,4,Manufacturing Director,3,Yes,13973,3
RM743,50,Research & Development,3,Male,3,1,Laboratory Technician,4,Yes,2380,3
RM752,50,Sales,3,Female,3,2,Sales Executive,3,Yes,6347,3
RM767,50,Research & Development,4,Male,3,5,Research Director,3,Yes,19237,3
RM802,50,Sales,4,Male,3,2,Sales Executive,3,Yes,4728,3
RM868,50,Research & Development,3,Female,3,4,Manager,1,No,17856,4
RM946,50,Research & Development,3,Female,3,4,Research Director,1,No,16880,3
RM1087,50,Research & Development,5,Male,1,4,Research Director,4,Yes,14411,3
RM1127,50,Sales,3,Male,3,5,Manager,3,Yes,19331,3
RM1139,50,Research & Development,5,Male,3,4,Healthcare Representative,3,Yes,11245,3
RM1178,50,Research & Development,5,Female,2,3,Research Director,1,No,13269,3
RM1453,50,Sales,4,Male,3,2,Sales Executive,3,Yes,6728,3
RM1462,50,Sales,3,Male,2,3,Sales Executive,1,No,10854,3
RM1462,50,Sales,3,Male,2,3,Sales Executive,1,No,10854,3
RM088,51,Research & Development,4,Male,3,1,Laboratory Technician,4,Yes,2075,4
RM092,51,Sales,4,Male,3,2,Sales Executive,4,Yes,5441,4
RM111,51,Research & Development,4,Female,2,3,Healthcare Representative,1,No,7484,4
RM124,51,Research & Development,3,Male,3,5,Research Director,3,Yes,19537,3
RM137,51,Research & Development,4,Male,1,3,Manufacturing Director,4,Yes,10650,3
RM157,51,Research & Development,4,Male,2,2,Manufacturing Director,3,Yes,6132,3
RM190,51,Research & Development,3,Female,3,4,Healthcare Representative,2,No,13734,3
RM214,51,Research & Development,4,Male,2,3,Research Director,2,No,12490,3
RM259,51,Research & Development,3,Male,3,1,Research Scientist,4,Yes,2723,3
RM300,51,Research & Development,3,Male,1,2,Manufacturing Director,2,No,5482,3
RM377,51,Sales,2,Female,3,2,Sales Executive,4,Yes,4936,3
RM617,51,Sales,4,Female,3,4,Manager,3,Yes,16307,3
RM780,51,Research & Development,4,Male,3,1,Research Scientist,3,Yes,2461,3
RM919,51,Sales,3,Male,3,5,Manager,2,No,19847,4
RM931,51,Research & Development,2,Female,2,1,Laboratory Technician,3,Yes,2838,3
RM963,51,Human Resources,3,Male,3,4,Manager,2,No,14026,3
RM972,51,Research & Development,2,Female,2,4,Manufacturing Director,2,No,13142,3
RM988,51,Sales,3,Male,3,3,Sales Executive,2,No,10596,3
RM1276,51,Research & Development,3,Female,3,3,Manager,3,Yes,13116,3
RM191,52,Research & Development,4,Male,2,5,Manager,3,Yes,19999,3
RM231,52,Research & Development,3,Female,2,1,Laboratory Technician,4,Yes,3212,3
RM238,52,Sales,4,Male,2,5,Manager,3,Yes,19068,3
RM318,52,Research & Development,4,Male,2,2,Research Scientist,2,No,4941,3
RM407,52,Research & Development,3,Male,2,3,Manufacturing Director,3,Yes,7969,3
RM409,52,Research & Development,2,Female,3,4,Manager,4,Yes,16555,3
RM469,52,Research & Development,2,Male,3,2,Research Scientist,1,No,5577,3
RM562,52,Sales,4,Male,2,4,Manager,1,No,16856,3
RM571,52,Research & Development,4,Male,3,1,Research Scientist,4,Yes,4258,3
RM588,52,Research & Development,4,Female,3,2,Laboratory Technician,3,Yes,3149,4
RM628,52,Research & Development,4,Female,2,4,Manufacturing Director,4,Yes,13826,4
RM700,52,Research & Development,2,Male,3,4,Manager,4,Yes,17099,3
RM750,52,Sales,1,Female,1,5,Manager,4,Yes,19845,3
RM807,52,Research & Development,4,Male,3,3,Healthcare Representative,2,No,10445,3
RM948,52,Sales,3,Male,3,3,Sales Executive,2,No,8446,3
RM995,52,Research & Development,2,Female,4,4,Manufacturing Director,3,Yes,13247,3
RM1001,52,Research & Development,4,Female,3,1,Laboratory Technician,1,No,2950,3
RM1435,52,Sales,4,Male,3,1,Sales Representative,4,Yes,3482,3
RM019,53,Sales,4,Female,2,4,Manager,4,Yes,15427,3
RM026,53,Research & Development,3,Female,3,5,Manager,3,Yes,19094,3
RM153,53,Sales,2,Male,3,2,Sales Representative,3,Yes,2306,4
RM185,53,Research & Development,2,Female,4,2,Manufacturing Director,1,No,4450,3
RM281,53,Research & Development,4,Male,3,4,Research Director,3,Yes,17584,3
RM503,53,Sales,1,Female,3,2,Sales Executive,1,No,8381,4
RM535,53,Research & Development,3,Male,4,4,Research Director,3,Yes,14814,3
RM557,53,Research & Development,3,Male,3,2,Laboratory Technician,4,Yes,2450,3
RM625,53,Sales,2,Female,2,3,Sales Executive,4,Yes,10934,3
RM647,53,Sales,3,Male,3,4,Sales Executive,4,Yes,11836,3
RM650,53,Research & Development,4,Female,3,4,Research Director,4,Yes,14275,3
RM702,53,Sales,2,Male,3,4,Manager,3,Yes,14852,3
RM761,53,Sales,3,Female,2,3,Sales Executive,2,No,7525,3
RM859,53,Research & Development,2,Female,3,5,Manager,3,Yes,18606,3
RM1044,53,Research & Development,3,Male,4,4,Research Director,2,No,16598,3
RM1112,53,Research & Development,5,Female,2,3,Manufacturing Director,4,Yes,10169,3
RM1204,53,Research & Development,4,Male,4,3,Healthcare Representative,4,Yes,7005,3
RM1269,53,Research & Development,4,Female,2,4,Manufacturing Director,3,Yes,12965,4
RM1397,53,Sales,4,Male,3,3,Sales Executive,1,No,10448,3
RM096,54,Research & Development,4,Female,3,3,Research Director,3,Yes,13549,3
RM113,54,Human Resources,3,Female,4,4,Manager,4,Yes,17328,3
RM220,54,Sales,3,Female,3,2,Sales Executive,1,No,5940,3
RM333,54,Research & Development,4,Female,3,2,Research Scientist,3,Yes,4869,3
RM393,54,Research & Development,2,Male,3,5,Research Director,1,No,19406,3
RM432,54,Research & Development,4,Female,3,2,Laboratory Technician,3,Yes,3780,3
RM511,54,Human Resources,4,Male,3,3,Human Resources,2,No,10725,3
RM576,54,Research & Development,4,Female,3,2,Manufacturing Director,1,No,5485,3
RM729,54,Research & Development,3,Female,3,3,Manufacturing Director,3,Yes,10739,3
RM772,54,Sales,4,Female,2,3,Sales Executive,3,Yes,10686,3
RM891,54,Research & Development,4,Female,3,3,Manufacturing Director,3,Yes,10502,3
RM895,54,Research & Development,3,Male,3,4,Research Director,4,Yes,17779,3
RM1009,54,Research & Development,3,Female,3,4,Research Director,4,Yes,17328,3
RM1077,54,Research & Development,4,Female,3,4,Manager,4,Yes,16032,4
RM1185,54,Research & Development,5,Female,3,4,Manager,3,Yes,17426,4
RM1306,54,Research & Development,4,Female,3,2,Research Scientist,4,Yes,6854,3
RM1398,54,Research & Development,2,Female,3,2,Research Scientist,3,Yes,2897,3
RM1407,54,Research & Development,3,Female,3,2,Manufacturing Director,1,No,4440,3
RM066,55,Research & Development,3,Female,3,4,Manager,3,Yes,14756,3
RM083,55,Sales,2,Male,3,3,Sales Executive,4,Yes,10239,3
RM188,55,Research & Development,4,Male,4,5,Research Director,2,No,18722,3
RM271,55,Research & Development,3,Male,3,5,Manager,1,No,19045,3
RM284,55,Research & Development,2,Male,3,2,Laboratory Technician,4,Yes,5415,3
RM380,55,Research & Development,3,Female,3,4,Manager,4,Yes,16659,3
RM446,55,Sales,5,Female,3,4,Manager,2,No,16835,4
RM569,55,Research & Development,3,Male,3,5,Manager,1,No,19859,3
RM609,55,Sales,1,Male,3,2,Sales Executive,4,Yes,5160,3
RM746,55,Research & Development,4,Male,3,2,Healthcare Representative,2,No,6385,3
RM775,55,Research & Development,1,Male,2,4,Manager,1,No,16756,3
RM788,55,Research & Development,1,Male,3,3,Manufacturing Director,2,No,10976,3
RM915,55,Research & Development,1,Male,2,4,Healthcare Representative,2,No,13577,3
RM956,55,Research & Development,2,Female,1,5,Manager,3,Yes,19187,3
RM976,55,Sales,4,Male,4,4,Sales Executive,3,Yes,13695,3
RM1011,55,Research & Development,4,Male,4,4,Research Director,4,Yes,14732,3
RM1066,55,Research & Development,4,Male,3,2,Healthcare Representative,3,Yes,4035,3
RM1117,55,Sales,5,Male,2,5,Manager,4,Yes,19586,4
RM1208,55,Research & Development,3,Male,2,1,Research Scientist,2,No,3537,3
RM1265,55,Research & Development,3,Male,2,5,Research Director,1,No,19038,3
RM1337,55,Research & Development,4,Male,2,1,Research Scientist,4,Yes,2662,4
RM1402,55,Human Resources,4,Male,4,5,Manager,2,No,19636,3
RM086,56,Research & Development,3,Male,1,3,Manufacturing Director,4,Yes,7260,3
RM123,56,Research & Development,4,Female,3,1,Research Scientist,2,No,4963,3
RM176,56,Research & Development,3,Female,3,1,Research Scientist,1,No,4257,3
RM402,56,Sales,3,Female,4,4,Sales Executive,1,No,13212,3
RM553,56,Research & Development,3,Male,3,4,Healthcare Representative,4,Yes,11103,3
RM773,56,Research & Development,3,Female,3,1,Research Scientist,3,Yes,2942,3
RM852,56,Research & Development,4,Female,3,5,Manager,1,No,19943,3
RM957,56,Human Resources,4,Male,3,5,Manager,2,No,19717,3
RM977,56,Research & Development,3,Male,3,4,Manufacturing Director,2,No,13402,3
RM1024,56,Research & Development,2,Female,3,1,Research Scientist,1,No,2066,4
RM1355,56,Research & Development,2,Male,3,1,Laboratory Technician,4,Yes,2587,3
RM1372,56,Sales,5,Female,2,2,Sales Executive,1,No,5380,3
RM1442,56,Research & Development,4,Male,3,2,Healthcare Representative,3,Yes,6306,4
RM1445,56,Research & Development,2,Male,3,1,Laboratory Technician,3,Yes,2339,3
RM164,57,Research & Development,2,Male,4,3,Healthcare Representative,4,Yes,9439,3
RM361,57,Research & Development,4,Male,3,2,Healthcare Representative,3,Yes,6755,3
RM425,57,Sales,3,Male,2,4,Manager,4,Yes,14118,3
